date,interval,queue,offered_calls,answered_calls,abandoned_calls
2024-01-27,10:00,Retention,16,15,1
2024-01-27,10:30,Support,39,38,1
2024-01-27,10:30,Retention,9,9,0
2024-01-27,11:00,Support,33,32,1
2024-01-27,11:00,Retention,17,16,1
2024-01-27,11:30,Support,42,41,1
2024-01-27,11:30,Retention,22,20,2
2024-01-27,12:00,Support,40,38,2
2024-01-27,12:00,Retention,16,16,0
2024-01-27,12:30,Support,30,29,1
2024-01-27,12:30,Retention,23,22,1
2024-01-27,13:00,Support,30,29,1
2024-01-27,13:00,Retention,14,14,0
2024-01-27,13:30,Support,33,30,3
2024-01-27,13:30,Retention,25,24,1
2024-01-27,14:00,Support,23,22,1
2024-01-27,14:00,Retention,16,15,1
2024-01-27,14:30,Support,27,26,1
2024-01-27,14:30,Retention,14,14,0
2024-01-27,15:00,Support,30,29,1
2024-01-27,15:00,Retention,23,22,1
2024-01-27,15:30,Support,44,40,4
2024-01-27,15:30,Retention,14,14,0
2024-01-27,16:00,Support,33,31,2
2024-01-27,16:00,Retention,13,13,0
2024-01-27,16:30,Support,32,30,2
2024-01-27,16:30,Retention,21,21,0
2024-01-27,17:00,Support,36,34,2
2024-01-27,17:00,Retention,17,17,0
2024-01-27,17:30,Support,32,31,1
2024-01-27,17:30,Retention,17,17,0
2024-01-27,18:00,Support,40,37,3
2024-01-27,18:00,Retention,16,16,0
2024-01-27,18:30,Support,37,36,1
2024-01-27,18:30,Retention,26,24,2
2024-01-27,19:00,Support,37,36,1
2024-01-27,19:00,Retention,16,15,1
2024-01-27,19:30,Support,32,30,2
2024-01-27,19:30,Retention,22,22,0
2024-01-27,20:00,Support,29,28,1
2024-01-27,20:00,Retention,20,19,1
2024-01-27,20:30,Support,32,31,1
2024-01-27,20:30,Retention,18,18,0
2024-01-28,8:00,Support,32,31,1
2024-01-28,8:00,Retention,20,20,0
2024-01-28,8:30,Support,37,35,2
2024-01-28,8:30,Retention,11,11,0
2024-01-28,9:00,Support,27,25,2
2024-01-28,9:00,Retention,14,14,0
2024-01-28,9:30,Support,43,41,2
2024-01-28,9:30,Retention,14,13,1
2024-01-28,10:00,Support,32,30,2
2024-01-28,10:00,Retention,16,15,1
2024-01-28,10:30,Support,37,36,1
2024-01-28,10:30,Retention,15,15,0
2024-01-28,11:00,Support,34,31,3
2024-01-28,11:00,Retention,17,17,0
2024-01-28,11:30,Support,44,41,3
2024-01-28,11:30,Retention,22,21,1
2024-01-28,12:00,Support,42,39,3
2024-01-28,12:00,Retention,27,25,2
2024-01-28,12:30,Support,33,32,1
2024-01-28,12:30,Retention,20,19,1
2024-01-28,13:00,Support,32,31,1
2024-01-28,13:00,Retention,21,21,0
2024-01-28,13:30,Support,31,30,1
2024-01-28,13:30,Retention,17,16,1
2024-01-28,14:00,Support,35,34,1
2024-01-28,14:00,Retention,17,17,0
2024-01-28,14:30,Support,38,36,2
2024-01-28,14:30,Retention,13,13,0
2024-01-28,15:00,Support,39,36,3
2024-01-28,15:00,Retention,19,18,1
2024-01-28,15:30,Support,27,25,2
2024-01-28,15:30,Retention,19,18,1
2024-01-28,16:00,Support,42,39,3
2024-01-28,16:00,Retention,11,11,0
2024-01-28,16:30,Support,29,28,1
2024-01-28,16:30,Retention,21,20,1
2024-01-28,17:00,Support,29,29,0
2024-01-28,17:00,Retention,16,15,1
2024-01-28,17:30,Support,38,35,3
2024-01-28,17:30,Retention,18,18,0
2024-01-28,18:00,Support,39,38,1
2024-01-28,18:00,Retention,18,17,1
2024-01-28,18:30,Support,28,26,2
2024-01-28,18:30,Retention,25,24,1
2024-01-28,19:00,Support,29,27,2
2024-01-28,19:00,Retention,19,18,1
2024-01-28,19:30,Support,32,31,1
2024-01-28,19:30,Retention,22,22,0
2024-01-28,20:00,Support,34,32,2
2024-01-28,20:00,Retention,15,15,0
2024-01-28,20:30,Support,35,33,2
2024-01-28,20:30,Retention,16,16,0
2024-01-29,8:00,Support,36,34,2
2024-01-29,8:00,Retention,18,18,0
2024-01-29,8:30,Support,35,34,1
2024-01-29,8:30,Retention,12,12,0
2024-01-29,9:00,Support,29,27,2
2024-01-29,9:00,Retention,10,10,0
2024-01-29,9:30,Support,19,18,1
2024-01-29,9:30,Retention,12,12,0
2024-01-29,10:00,Support,42,40,2
2024-01-29,10:00,Retention,19,18,1
2024-01-29,10:30,Support,32,31,1
2024-01-29,10:30,Retention,23,22,1
2024-01-29,11:00,Support,31,30,1
2024-01-29,11:00,Retention,18,18,0
2024-01-29,11:30,Support,32,31,1
2024-01-29,11:30,Retention,18,17,1
2024-01-29,12:00,Support,36,35,1
2024-01-29,12:00,Retention,23,22,1
2024-01-29,12:30,Support,26,24,2
2024-01-29,12:30,Retention,16,16,0
2024-01-29,13:00,Support,36,34,2
2024-01-29,13:00,Retention,22,20,2
2024-01-29,13:30,Support,37,36,1
2024-01-29,13:30,Retention,21,20,1
2024-01-29,14:00,Support,29,28,1
2024-01-29,14:00,Retention,14,14,0
2024-01-29,14:30,Support,32,31,1
2024-01-29,14:30,Retention,12,11,1
2024-01-29,15:00,Support,34,33,1
2024-01-29,15:00,Retention,11,10,1
2024-01-29,15:30,Support,33,32,1
2024-01-29,15:30,Retention,26,24,2
2024-01-29,16:00,Support,38,35,3
2024-01-29,16:00,Retention,15,14,1
2024-01-29,16:30,Support,29,27,2
2024-01-29,16:30,Retention,10,10,0
2024-01-29,17:00,Support,37,34,3
2024-01-29,17:00,Retention,16,16,0
2024-01-29,17:30,Support,43,39,4
2024-01-29,17:30,Retention,14,13,1
2024-01-29,18:00,Support,33,31,2
2024-01-29,18:00,Retention,21,21,0
2024-01-29,18:30,Support,31,30,1
2024-01-29,18:30,Retention,16,16,0
2024-01-29,19:00,Support,36,35,1
2024-01-29,19:00,Retention,19,18,1
2024-01-29,19:30,Support,39,37,2
2024-01-29,19:30,Retention,20,19,1
2024-01-29,20:00,Support,35,33,2
2024-01-29,20:00,Retention,19,18,1
2024-01-29,20:30,Support,34,33,1
2024-01-29,20:30,Retention,11,11,0
2024-01-30,8:00,Support,24,23,1
2024-01-30,8:00,Retention,24,22,2
2024-01-30,8:30,Support,36,33,3
2024-01-30,8:30,Retention,18,17,1
2024-01-30,9:00,Support,42,41,1
2024-01-30,9:00,Retention,12,11,1
2024-01-30,9:30,Support,34,33,1
2024-01-30,9:30,Retention,16,16,0
2024-01-30,10:00,Support,29,28,1
2024-01-30,10:00,Retention,9,9,0
2024-01-30,10:30,Support,31,30,1
2024-01-30,10:30,Retention,12,12,0
2024-01-30,11:00,Support,34,32,2
2024-01-30,11:00,Retention,24,23,1
2024-01-30,11:30,Support,35,32,3
2024-01-30,11:30,Retention,24,23,1
2024-01-30,12:00,Support,35,34,1
2024-01-30,12:00,Retention,28,27,1
2024-01-30,12:30,Support,31,30,1
2024-01-30,12:30,Retention,19,19,0
2024-01-30,13:00,Support,34,33,1
2024-01-30,13:00,Retention,16,16,0
2024-01-30,13:30,Support,32,30,2
2024-01-30,13:30,Retention,27,26,1
2024-01-30,14:00,Support,50,49,1
2024-01-30,14:00,Retention,15,14,1
2024-01-30,14:30,Support,31,29,2
2024-01-30,14:30,Retention,17,16,1
2024-01-30,15:00,Support,42,39,3
2024-01-30,15:00,Retention,14,13,1
2024-01-30,15:30,Support,37,34,3
2024-01-30,15:30,Retention,13,13,0
2024-01-30,16:00,Support,34,32,2
2024-01-30,16:00,Retention,22,21,1
2024-01-30,16:30,Support,41,40,1
2024-01-30,16:30,Retention,18,18,0
2024-01-30,17:00,Support,38,36,2
2024-01-30,17:00,Retention,23,22,1
2024-01-30,17:30,Support,43,40,3
2024-01-30,17:30,Retention,16,16,0
2024-01-30,18:00,Support,33,32,1
2024-01-30,18:00,Retention,15,14,1
2024-01-30,18:30,Support,32,30,2
2024-01-30,18:30,Retention,15,15,0
2024-01-30,19:00,Support,22,21,1
2024-01-30,19:00,Retention,16,16,0
2024-01-30,19:30,Support,29,27,2
2024-01-30,19:30,Retention,17,16,1
2024-01-30,20:00,Support,38,36,2
2024-01-30,20:00,Retention,11,11,0
2024-01-30,20:30,Support,37,36,1
2024-01-30,20:30,Retention,23,21,2
2024-01-31,8:00,Support,34,33,1
2024-01-31,8:00,Retention,28,27,1
2024-01-31,8:30,Support,32,30,2
2024-01-31,8:30,Retention,12,12,0
2024-01-31,9:00,Support,29,27,2
2024-01-31,9:00,Retention,14,14,0
2024-01-31,9:30,Support,41,40,1
2024-01-31,9:30,Retention,16,15,1
2024-01-31,10:00,Support,42,39,3
2024-01-31,10:00,Retention,15,14,1
2024-01-31,10:30,Support,32,30,2
2024-01-31,10:30,Retention,15,15,0
2024-01-31,11:00,Support,34,32,2
2024-01-31,11:00,Retention,20,19,1
2024-01-31,11:30,Support,28,27,1
2024-01-31,11:30,Retention,15,15,0
2024-01-31,12:00,Support,36,34,2
2024-01-31,12:00,Retention,20,20,0
2024-01-31,12:30,Support,30,29,1
2024-01-31,12:30,Retention,13,13,0
2024-01-31,13:00,Support,30,29,1
2024-01-31,13:00,Retention,21,20,1
2024-01-31,13:30,Support,41,40,1
2024-01-31,13:30,Retention,20,19,1
2024-01-31,14:00,Support,38,36,2
2024-01-31,14:00,Retention,11,11,0
2024-01-31,14:30,Support,36,34,2
2024-01-31,14:30,Retention,22,22,0
2024-01-31,15:00,Support,28,27,1
2024-01-31,15:00,Retention,18,17,1
2024-01-31,15:30,Support,37,36,1
2024-01-31,15:30,Retention,8,8,0
2024-01-31,16:00,Support,30,28,2
2024-01-31,16:00,Retention,19,18,1
2024-01-31,16:30,Support,26,25,1
2024-01-31,16:30,Retention,20,19,1
2024-01-31,17:00,Support,31,29,2
2024-01-31,17:00,Retention,20,20,0
2024-01-31,17:30,Support,45,44,1
2024-01-31,17:30,Retention,16,15,1
2024-01-31,18:00,Support,34,32,2
2024-01-31,18:00,Retention,18,17,1
2024-01-31,18:30,Support,32,31,1
2024-01-31,18:30,Retention,31,30,1
2024-01-31,19:00,Support,32,30,2
2024-01-31,19:00,Retention,21,20,1
2024-01-31,19:30,Support,27,27,0
2024-01-31,19:30,Retention,19,18,1
2024-01-31,20:00,Support,34,33,1
2024-01-31,20:00,Retention,20,20,0
2024-01-31,20:30,Support,34,31,3
2024-01-31,20:30,Retention,14,14,0
2024-02-01,8:00,Support,41,40,1
2024-02-01,8:00,Retention,23,22,1
2024-02-01,8:30,Support,36,34,2
2024-02-01,8:30,Retention,19,19,0
2024-02-01,9:00,Support,29,27,2
2024-02-01,9:00,Retention,23,23,0
2024-02-01,9:30,Support,36,35,1
2024-02-01,9:30,Retention,16,16,0
2024-02-01,10:00,Support,37,34,3
2024-02-01,10:00,Retention,20,19,1
2024-02-01,10:30,Support,27,25,2
2024-02-01,10:30,Retention,20,20,0
2024-02-01,11:00,Support,41,38,3
2024-02-01,11:00,Retention,22,21,1
2024-02-01,11:30,Support,23,21,2
2024-02-01,11:30,Retention,15,15,0
2024-02-01,12:00,Support,50,47,3
2024-02-01,12:00,Retention,13,13,0
2024-02-01,12:30,Support,30,28,2
2024-02-01,12:30,Retention,14,13,1
2024-02-01,13:00,Support,35,34,1
2024-02-01,13:00,Retention,20,20,0
2024-02-01,13:30,Support,38,35,3
2024-02-01,13:30,Retention,15,15,0
2024-02-01,14:00,Support,31,29,2
2024-02-01,14:00,Retention,15,15,0
2024-02-01,14:30,Support,44,41,3
2024-02-01,14:30,Retention,25,23,2
2024-02-01,15:00,Support,34,32,2
2024-02-01,15:00,Retention,15,15,0
2024-02-01,15:30,Support,26,26,0
2024-02-01,15:30,Retention,17,17,0
2024-02-01,16:00,Support,27,26,1
2024-02-01,16:00,Retention,11,10,1
2024-02-01,16:30,Support,41,38,3
2024-02-01,16:30,Retention,18,17,1
2024-02-01,17:00,Support,37,36,1
2024-02-01,17:00,Retention,17,16,1
2024-02-01,17:30,Support,28,26,2
2024-02-01,17:30,Retention,20,19,1
2024-02-01,18:00,Support,26,24,2
2024-02-01,18:00,Retention,16,16,0
2024-02-01,18:30,Support,34,32,2
2024-02-01,18:30,Retention,21,21,0
2024-02-01,19:00,Support,31,29,2
2024-02-01,19:00,Retention,21,20,1
2024-02-01,19:30,Support,37,34,3
2024-02-01,19:30,Retention,14,14,0
2024-02-01,20:00,Support,37,36,1
2024-02-01,20:00,Retention,25,23,2
2024-02-01,20:30,Support,31,28,3
2024-02-01,20:30,Retention,25,23,2
2024-02-02,8:00,Support,51,49,2
2024-02-02,8:00,Retention,11,11,0
2024-02-02,8:30,Support,33,32,1
2024-02-02,8:30,Retention,17,16,1
2024-02-02,9:00,Support,41,40,1
2024-02-02,9:00,Retention,9,9,0
2024-02-02,9:30,Support,46,42,4
2024-02-02,9:30,Retention,17,16,1
2024-02-02,10:00,Support,28,26,2
2024-02-02,10:00,Retention,10,10,0
2024-02-02,10:30,Support,41,38,3
2024-02-02,10:30,Retention,19,18,1
2024-02-02,11:00,Support,37,35,2
2024-02-02,11:00,Retention,13,13,0
2024-02-02,11:30,Support,43,42,1
2024-02-02,11:30,Retention,21,20,1
2024-02-02,12:00,Support,33,32,1
2024-02-02,12:00,Retention,19,18,1
2024-02-02,12:30,Support,39,36,3
2024-02-02,12:30,Retention,14,14,0
2024-02-02,13:00,Support,29,27,2
2024-02-02,13:00,Retention,23,22,1
2024-02-02,13:30,Support,43,41,2
2024-02-02,13:30,Retention,18,17,1
2024-02-02,14:00,Support,35,33,2
2024-02-02,14:00,Retention,25,24,1
2024-02-02,14:30,Support,39,37,2
2024-02-02,14:30,Retention,14,14,0
2024-02-02,15:00,Support,45,41,4
2024-02-02,15:00,Retention,18,17,1
2024-02-02,15:30,Support,27,27,0
2024-02-02,15:30,Retention,20,19,1
2024-02-02,16:00,Support,30,29,1
2024-02-02,16:00,Retention,17,17,0
2024-02-02,16:30,Support,31,30,1
2024-02-02,16:30,Retention,30,28,2
2024-02-02,17:00,Support,30,28,2
2024-02-02,17:00,Retention,20,19,1
2024-02-02,17:30,Support,25,24,1
2024-02-02,17:30,Retention,21,21,0
2024-02-02,18:00,Support,30,29,1
2024-02-02,18:00,Retention,14,13,1
2024-02-02,18:30,Support,51,49,2
2024-02-02,18:30,Retention,23,23,0
2024-02-02,19:00,Support,40,39,1
2024-02-02,19:00,Retention,20,19,1
2024-02-02,19:30,Support,40,38,2
2024-02-02,19:30,Retention,27,25,2
2024-02-02,20:00,Support,35,32,3
2024-02-02,20:00,Retention,14,13,1
2024-02-02,20:30,Support,22,21,1
2024-02-02,20:30,Retention,19,19,0
2024-02-03,8:00,Support,50,48,2
2024-02-03,8:00,Retention,26,24,2
2024-02-03,8:30,Support,34,33,1
2024-02-03,8:30,Retention,20,19,1
2024-02-03,9:00,Support,35,33,2
2024-02-03,9:00,Retention,19,18,1
2024-02-03,9:30,Support,35,33,2
2024-02-03,9:30,Retention,15,14,1
2024-02-03,10:00,Support,34,33,1
2024-02-03,10:00,Retention,19,19,0
2024-02-03,10:30,Support,33,31,2
2024-02-03,10:30,Retention,11,11,0
2024-02-03,11:00,Support,43,40,3
2024-02-03,11:00,Retention,11,11,0
2024-02-03,11:30,Support,40,38,2
2024-02-03,11:30,Retention,14,13,1
2024-02-03,12:00,Support,37,35,2
2024-02-03,12:00,Retention,13,12,1
2024-02-03,12:30,Support,26,24,2
2024-02-03,12:30,Retention,26,24,2
2024-02-03,13:00,Support,36,33,3
2024-02-03,13:00,Retention,18,17,1
2024-02-03,13:30,Support,33,31,2
2024-02-03,13:30,Retention,19,18,1
2024-02-03,14:00,Support,35,34,1
2024-02-03,14:00,Retention,15,15,0
2024-02-03,14:30,Support,31,30,1
2024-02-03,14:30,Retention,18,18,0
2024-02-03,15:00,Support,34,33,1
2024-02-03,15:00,Retention,15,15,0
2024-02-03,15:30,Support,40,37,3
2024-02-03,15:30,Retention,22,21,1
2024-02-03,16:00,Support,29,29,0
2024-02-03,16:00,Retention,23,21,2
2024-02-03,16:30,Support,32,31,1
2024-02-03,16:30,Retention,25,24,1
2024-02-03,17:00,Support,35,34,1
2024-02-03,17:00,Retention,16,15,1
2024-02-03,17:30,Support,31,29,2
2024-02-03,17:30,Retention,20,20,0
2024-02-03,18:00,Support,35,34,1
2024-02-03,18:00,Retention,15,14,1
2024-02-03,18:30,Support,36,35,1
2024-02-03,18:30,Retention,11,10,1
2024-02-03,19:00,Support,37,35,2
2024-02-03,19:00,Retention,16,15,1
2024-02-03,19:30,Support,40,38,2
2024-02-03,19:30,Retention,18,17,1
2024-02-03,20:00,Support,36,35,1
2024-02-03,20:00,Retention,10,10,0
2024-02-03,20:30,Support,39,38,1
2024-02-03,20:30,Retention,23,22,1
2024-02-04,8:00,Support,30,29,1
2024-02-04,8:00,Retention,18,17,1
2024-02-04,8:30,Support,23,23,0
2024-02-04,8:30,Retention,20,19,1
2024-02-04,9:00,Support,35,33,2
2024-02-04,9:00,Retention,13,13,0
2024-02-04,9:30,Support,37,36,1
2024-02-04,9:30,Retention,31,29,2
2024-02-04,10:00,Support,40,39,1
2024-02-04,10:00,Retention,13,13,0
2024-02-04,10:30,Support,38,37,1
2024-02-04,10:30,Retention,23,23,0
2024-02-04,11:00,Support,39,36,3
2024-02-04,11:00,Retention,20,19,1
2024-02-04,11:30,Support,30,29,1
2024-02-04,11:30,Retention,9,9,0
2024-02-04,12:00,Support,33,31,2
2024-02-04,12:00,Retention,22,21,1
2024-02-04,12:30,Support,33,31,2
2024-02-04,12:30,Retention,21,20,1
2024-02-04,13:00,Support,26,25,1
2024-02-04,13:00,Retention,17,16,1
2024-02-04,13:30,Support,36,34,2
2024-02-04,13:30,Retention,23,22,1
2024-02-04,14:00,Support,45,42,3
2024-02-04,14:00,Retention,21,20,1
2024-02-04,14:30,Support,28,26,2
2024-02-04,14:30,Retention,11,11,0
2024-02-04,15:00,Support,32,31,1
2024-02-04,15:00,Retention,19,18,1
2024-02-04,15:30,Support,42,41,1
2024-02-04,15:30,Retention,23,21,2
2024-02-04,16:00,Support,42,38,4
2024-02-04,16:00,Retention,11,11,0
2024-02-04,16:30,Support,32,31,1
2024-02-04,16:30,Retention,19,18,1
2024-02-04,17:00,Support,30,28,2
2024-02-04,17:00,Retention,14,14,0
2024-02-04,17:30,Support,40,39,1
2024-02-04,17:30,Retention,19,18,1
2024-02-04,18:00,Support,28,26,2
2024-02-04,18:00,Retention,16,15,1
2024-02-04,18:30,Support,32,30,2
2024-02-04,18:30,Retention,15,15,0
2024-02-04,19:00,Support,35,34,1
2024-02-04,19:00,Retention,17,17,0
2024-02-04,19:30,Support,35,34,1
2024-02-04,19:30,Retention,18,18,0
2024-02-04,20:00,Support,31,29,2
2024-02-04,20:00,Retention,19,19,0
2024-02-04,20:30,Support,37,35,2
2024-02-04,20:30,Retention,16,16,0
2024-02-05,8:00,Support,48,45,3
2024-02-05,8:00,Retention,9,9,0
2024-02-05,8:30,Support,36,35,1
2024-02-05,8:30,Retention,21,21,0
2024-02-05,9:00,Support,34,33,1
2024-02-05,9:00,Retention,20,19,1
2024-02-05,9:30,Support,33,32,1
2024-02-05,9:30,Retention,21,20,1
2024-02-05,10:00,Support,36,33,3
2024-02-05,10:00,Retention,20,19,1
2024-02-05,10:30,Support,30,29,1
2024-02-05,10:30,Retention,19,19,0
2024-02-05,11:00,Support,35,33,2
2024-02-05,11:00,Retention,16,15,1
2024-02-05,11:30,Support,29,27,2
2024-02-05,11:30,Retention,24,23,1
2024-02-05,12:00,Support,34,32,2
2024-02-05,12:00,Retention,21,20,1
2024-02-05,12:30,Support,25,23,2
2024-02-05,12:30,Retention,15,15,0
2024-02-05,13:00,Support,34,32,2
2024-02-05,13:00,Retention,24,22,2
2024-02-05,13:30,Support,32,30,2
2024-02-05,13:30,Retention,26,25,1
2024-02-05,14:00,Support,42,41,1
2024-02-05,14:00,Retention,17,16,1
2024-02-05,14:30,Support,40,37,3
2024-02-05,14:30,Retention,17,17,0
2024-02-05,15:00,Support,34,31,3
2024-02-05,15:00,Retention,22,21,1
2024-02-05,15:30,Support,43,40,3
2024-02-05,15:30,Retention,19,19,0
2024-02-05,16:00,Support,27,26,1
2024-02-05,16:00,Retention,18,17,1
2024-02-05,16:30,Support,34,31,3
2024-02-05,16:30,Retention,14,14,0
2024-02-05,17:00,Support,20,20,0
2024-02-05,17:00,Retention,15,15,0
2024-02-05,17:30,Support,36,33,3
2024-02-05,17:30,Retention,22,21,1
2024-02-05,18:00,Support,35,33,2
2024-02-05,18:00,Retention,12,12,0
2024-02-05,18:30,Support,37,36,1
2024-02-05,18:30,Retention,16,15,1
2024-02-05,19:00,Support,37,35,2
2024-02-05,19:00,Retention,12,12,0
2024-02-05,19:30,Support,30,29,1
2024-02-05,19:30,Retention,11,11,0
2024-02-05,20:00,Support,25,23,2
2024-02-05,20:00,Retention,20,19,1
2024-02-05,20:30,Support,35,32,3
2024-02-05,20:30,Retention,13,13,0
2024-02-06,8:00,Support,41,40,1
2024-02-06,8:00,Retention,23,21,2
2024-02-06,8:30,Support,36,33,3
2024-02-06,8:30,Retention,15,14,1
2024-02-06,9:00,Support,34,33,1
2024-02-06,9:00,Retention,15,15,0
2024-02-06,9:30,Support,36,35,1
2024-02-06,9:30,Retention,17,16,1
2024-02-06,10:00,Support,36,34,2
2024-02-06,10:00,Retention,21,21,0
2024-02-06,10:30,Support,30,29,1
2024-02-06,10:30,Retention,19,18,1
2024-02-06,11:00,Support,38,36,2
2024-02-06,11:00,Retention,17,17,0
2024-02-06,11:30,Support,25,25,0
2024-02-06,11:30,Retention,15,14,1
2024-02-06,12:00,Support,39,37,2
2024-02-06,12:00,Retention,17,17,0
2024-02-06,12:30,Support,29,28,1
2024-02-06,12:30,Retention,15,14,1
2024-02-06,13:00,Support,40,39,1
2024-02-06,13:00,Retention,15,14,1
2024-02-06,13:30,Support,36,34,2
2024-02-06,13:30,Retention,22,22,0
2024-02-06,14:00,Support,27,25,2
2024-02-06,14:00,Retention,15,14,1
2024-02-06,14:30,Support,30,29,1
2024-02-06,14:30,Retention,21,20,1
2024-02-06,15:00,Support,35,34,1
2024-02-06,15:00,Retention,17,16,1
2024-02-06,15:30,Support,41,38,3
2024-02-06,15:30,Retention,20,19,1
2024-02-06,16:00,Support,33,31,2
2024-02-06,16:00,Retention,18,18,0
2024-02-06,16:30,Support,44,43,1
2024-02-06,16:30,Retention,17,16,1
2024-02-06,17:00,Support,35,34,1
2024-02-06,17:00,Retention,17,16,1
2024-02-06,17:30,Support,38,37,1
2024-02-06,17:30,Retention,23,23,0
2024-02-06,18:00,Support,30,29,1
2024-02-06,18:00,Retention,16,16,0
2024-02-06,18:30,Support,36,35,1
2024-02-06,18:30,Retention,21,20,1
2024-02-06,19:00,Support,28,27,1
2024-02-06,19:00,Retention,22,22,0
2024-02-06,19:30,Support,37,35,2
2024-02-06,19:30,Retention,18,18,0
2024-02-06,20:00,Support,43,40,3
2024-02-06,20:00,Retention,16,16,0
2024-02-06,20:30,Support,40,37,3
2024-02-06,20:30,Retention,22,21,1
2024-02-07,8:00,Support,38,35,3
2024-02-07,8:00,Retention,15,14,1
2024-02-07,8:30,Support,33,31,2
2024-02-07,8:30,Retention,19,18,1
2024-02-07,9:00,Support,26,24,2
2024-02-07,9:00,Retention,17,16,1
2024-02-07,9:30,Support,30,28,2
2024-02-07,9:30,Retention,17,17,0
2024-02-07,10:00,Support,32,29,3
2024-02-07,10:00,Retention,22,21,1
2024-02-07,10:30,Support,46,45,1
2024-02-07,10:30,Retention,26,26,0
2024-02-07,11:00,Support,36,34,2
2024-02-07,11:00,Retention,17,16,1
2024-02-07,11:30,Support,31,31,0
2024-02-07,11:30,Retention,17,16,1
2024-02-07,12:00,Support,31,30,1
2024-02-07,12:00,Retention,15,14,1
2024-02-07,12:30,Support,43,42,1
2024-02-07,12:30,Retention,24,24,0
2024-02-07,13:00,Support,34,32,2
2024-02-07,13:00,Retention,9,9,0
2024-02-07,13:30,Support,35,33,2
2024-02-07,13:30,Retention,19,19,0
2024-02-07,14:00,Support,33,31,2
2024-02-07,14:00,Retention,15,14,1
2024-02-07,14:30,Support,23,22,1
2024-02-07,14:30,Retention,17,16,1
2024-02-07,15:00,Support,39,37,2
2024-02-07,15:00,Retention,16,16,0
2024-02-07,15:30,Support,35,34,1
2024-02-07,15:30,Retention,21,20,1
2024-02-07,16:00,Support,30,29,1
2024-02-07,16:00,Retention,14,14,0
2024-02-07,16:30,Support,46,43,3
2024-02-07,16:30,Retention,13,13,0
2024-02-07,17:00,Support,45,44,1
2024-02-07,17:00,Retention,14,14,0
2024-02-07,17:30,Support,37,36,1
2024-02-07,17:30,Retention,22,21,1
2024-02-07,18:00,Support,37,34,3
2024-02-07,18:00,Retention,20,19,1
2024-02-07,18:30,Support,49,46,3
2024-02-07,18:30,Retention,15,15,0
2024-02-07,19:00,Support,35,33,2
2024-02-07,19:00,Retention,16,16,0
2024-02-07,19:30,Support,29,27,2
2024-02-07,19:30,Retention,15,15,0
2024-02-07,20:00,Support,32,29,3
2024-02-07,20:00,Retention,26,25,1
2024-02-07,20:30,Support,28,27,1
2024-02-07,20:30,Retention,16,15,1
2024-02-08,8:00,Support,41,39,2
2024-02-08,8:00,Retention,17,17,0
2024-02-08,8:30,Support,31,30,1
2024-02-08,8:30,Retention,18,17,1
2024-02-08,9:00,Support,29,28,1
2024-02-08,9:00,Retention,13,12,1
2024-02-08,9:30,Support,37,34,3
2024-02-08,9:30,Retention,8,8,0
2024-02-08,10:00,Support,37,35,2
2024-02-08,10:00,Retention,20,19,1
2024-02-08,10:30,Support,32,31,1
2024-02-08,10:30,Retention,18,17,1
2024-02-08,11:00,Support,35,32,3
2024-02-08,11:00,Retention,23,23,0
2024-02-08,11:30,Support,36,35,1
2024-02-08,11:30,Retention,18,18,0
2024-02-08,12:00,Support,41,39,2
2024-02-08,12:00,Retention,20,19,1
2024-02-08,12:30,Support,35,32,3
2024-02-08,12:30,Retention,20,20,0
2024-02-08,13:00,Support,42,39,3
2024-02-08,13:00,Retention,18,17,1
2024-02-08,13:30,Support,23,22,1
2024-02-08,13:30,Retention,17,16,1
2024-02-08,14:00,Support,40,39,1
2024-02-08,14:00,Retention,18,17,1
2024-02-08,14:30,Support,42,40,2
2024-02-08,14:30,Retention,18,18,0
2024-02-08,15:00,Support,48,46,2
2024-02-08,15:00,Retention,19,18,1
2024-02-08,15:30,Support,32,31,1
2024-02-08,15:30,Retention,14,13,1
2024-02-08,16:00,Support,32,30,2
2024-02-08,16:00,Retention,14,13,1
2024-02-08,16:30,Support,31,29,2
2024-02-08,16:30,Retention,23,23,0
2024-02-08,17:00,Support,32,30,2
2024-02-08,17:00,Retention,22,21,1
2024-02-08,17:30,Support,33,31,2
2024-02-08,17:30,Retention,15,14,1
2024-02-08,18:00,Support,34,33,1
2024-02-08,18:00,Retention,17,16,1
2024-02-08,18:30,Support,40,37,3
2024-02-08,18:30,Retention,16,16,0
2024-02-08,19:00,Support,29,27,2
2024-02-08,19:00,Retention,18,17,1
2024-02-08,19:30,Support,35,32,3
2024-02-08,19:30,Retention,15,14,1
2024-02-08,20:00,Support,47,44,3
2024-02-08,20:00,Retention,22,21,1
2024-02-08,20:30,Support,28,27,1
2024-02-08,20:30,Retention,17,17,0
2024-02-09,8:00,Support,35,33,2
2024-02-09,8:00,Retention,20,19,1
2024-02-09,8:30,Support,32,31,1
2024-02-09,8:30,Retention,18,18,0
2024-02-09,9:00,Support,38,37,1
2024-02-09,9:00,Retention,11,10,1
2024-02-09,9:30,Support,38,36,2
2024-02-09,9:30,Retention,19,19,0
2024-02-09,10:00,Support,30,30,0
2024-02-09,10:00,Retention,19,19,0
2024-02-09,10:30,Support,43,40,3
2024-02-09,10:30,Retention,25,24,1
2024-02-09,11:00,Support,35,32,3
2024-02-09,11:00,Retention,10,10,0
