call_id,agent_id,compliance_score,soft_skills_score,script_adherence,overall_score
C001232,A115,76,72,67,71
C007842,A119,94,70,88,84
C008329,A089,80,96,83,86
C000569,A088,92,69,60,73
C003660,A071,87,69,67,74
C006785,A045,70,96,60,75
C006030,A014,70,73,73,72
C007572,A101,74,73,95,80
C008610,A017,74,67,82,74
C005023,A088,84,89,64,79
C009542,A081,73,70,60,67
C010587,A104,80,80,71,77
C002757,A072,83,99,67,83
C003797,A081,72,93,82,82
C002753,A087,76,81,87,81
C008539,A070,77,70,79,75
C011010,A062,76,88,98,87
C005993,A118,80,70,64,71
C006268,A048,74,97,85,85
C000692,A057,87,65,70,74
C001022,A069,85,68,73,75
C004768,A023,82,92,60,78
C006329,A061,93,78,60,77
C004221,A064,78,65,98,80
C007870,A074,95,74,86,85
C006501,A051,78,66,93,79
C007667,A114,73,89,89,83
C007823,A027,86,96,89,90
C001221,A070,97,95,65,85
C009935,A005,94,96,63,84
C000874,A032,78,69,86,77
C002516,A002,77,84,89,83
C008736,A045,92,98,88,92
C009834,A034,92,74,81,82
C008990,A044,98,78,88,88
C004464,A042,95,86,65,82
C001833,A041,83,95,68,82
C003965,A088,98,82,97,92
C006119,A082,70,69,61,66
C002476,A043,75,81,69,75
C002816,A016,98,97,94,96
C006023,A091,99,84,88,90
C007316,A052,89,67,96,84
C007944,A009,92,67,70,76
C006256,A019,99,81,95,91
C001280,A018,95,93,74,87
C001283,A118,97,84,77,86
C001097,A088,80,83,96,86
C006220,A117,73,91,94,86
C008538,A027,90,92,91,91
C002313,A029,91,87,93,90
C001429,A058,83,65,94,80
C000804,A054,88,66,60,71
C010746,A119,83,73,62,72
C007766,A119,86,92,66,81
C008024,A086,98,81,95,91
C006197,A092,79,95,67,80
C003087,A066,94,96,91,93
C008763,A025,72,71,95,79
C010710,A100,93,78,68,79
C002573,A080,84,85,76,81
C004512,A021,75,66,91,77
C004996,A021,80,84,94,86
C004561,A001,87,91,74,84
C008980,A043,71,86,99,85
C008957,A031,82,85,89,85
C003518,A085,91,99,67,85
C006446,A028,93,66,78,79
C008552,A099,83,92,91,88
C001085,A003,82,76,93,83
C007504,A063,70,78,92,80
C000431,A101,88,90,89,89
C002170,A098,82,68,92,80
C000046,A075,77,85,60,74
C000740,A006,96,97,72,88
C001244,A040,97,74,60,77
C002639,A065,79,96,91,88
C008963,A085,74,68,80,74
C007503,A035,87,99,83,89
C008919,A021,86,90,90,88
C005521,A035,85,67,90,80
C009221,A003,77,67,63,69
C006515,A013,85,86,89,86
C010085,A111,92,68,70,76
C010380,A022,81,81,93,85
C010094,A118,70,80,83,77
C000202,A086,79,78,70,75
C003292,A098,71,73,91,78
C005070,A040,88,73,74,78
C005016,A075,80,78,85,81
C004295,A108,71,88,92,83
C009841,A025,98,71,82,83
C004447,A082,72,95,95,87
C006556,A061,87,73,80,80
C005870,A098,71,68,79,72
C006321,A081,70,65,95,76
C002643,A090,83,99,79,87
C009596,A032,88,86,83,85
C007225,A056,75,89,97,87
C007995,A099,82,83,98,87
C000943,A046,75,65,72,70
C003313,A023,87,81,71,79
C011195,A115,84,74,77,78
C001715,A108,77,85,87,83
C000013,A087,82,79,87,82
C003732,A004,80,65,76,73
C005256,A022,84,86,68,79
C000935,A084,92,82,68,80
C009390,A090,76,94,75,81
C006832,A051,91,83,98,90
C007422,A059,87,65,78,76
C008883,A110,75,89,64,76
C003034,A004,74,99,98,90
C004653,A056,96,86,65,82
C006577,A041,89,81,76,82
C007691,A108,80,80,60,73
C005318,A067,98,65,98,87
C000684,A051,75,91,70,78
C009260,A061,93,76,84,84
C009494,A021,74,80,69,74
C006848,A013,95,85,82,87
C002900,A001,92,79,61,77
C000843,A117,99,90,74,87
C004328,A088,86,81,78,81
C003197,A021,83,87,85,85
C006414,A079,89,81,91,87
C000025,A032,79,97,77,84
C005695,A076,96,73,99,89
C007878,A096,80,65,69,71
C006007,A109,71,80,62,71
C007352,A113,89,91,94,91
C010523,A012,96,65,91,84
C006745,A081,71,84,78,77
C004237,A080,90,66,72,76
C002774,A081,96,80,94,90
C001720,A078,82,91,66,79
C009490,A110,81,80,97,86
C000304,A107,80,72,86,79
C009170,A039,74,67,64,68
C001481,A030,78,80,71,76
C002176,A050,75,65,97,79
C001113,A052,95,73,98,88
C004032,A113,94,81,63,79
C007010,A112,70,94,84,82
C004175,A081,70,93,64,75
C006814,A017,89,97,99,95
C003623,A045,84,82,69,78
C007171,A114,78,92,67,79
C006413,A020,83,95,80,86
C000950,A057,84,78,70,77
C009708,A088,97,73,60,76
C003564,A036,95,83,99,92
C004983,A058,90,89,96,91
C009175,A090,86,86,71,81
C009353,A066,99,94,83,92
C000697,A053,89,92,63,81
C002638,A074,70,71,94,78
C001528,A059,82,93,81,85
C004179,A076,70,65,88,74
C002233,A014,74,76,71,73
C011172,A001,79,73,86,79
C009908,A057,80,82,77,79
C003273,A059,84,82,71,79
C001612,A085,82,88,60,76
C006541,A026,78,65,77,73
C010100,A010,99,69,67,78
C003217,A031,94,77,81,84
C010298,A060,79,83,90,84
C002936,A090,87,85,99,90
C011078,A022,88,87,73,82
C010514,A002,78,74,79,77
C001261,A029,90,77,63,76
C005006,A068,86,83,75,81
C000468,A072,86,87,81,84
C007931,A015,70,80,71,73
C010570,A052,80,91,79,83
C000528,A064,85,98,71,84
C001511,A108,77,92,83,84
C000153,A028,82,76,97,85
C010727,A035,84,65,64,71
C004828,A120,74,76,68,72
C006599,A084,88,75,66,76
C003401,A031,94,94,65,84
C006229,A073,77,78,71,75
C006080,A015,79,71,73,74
C011157,A092,85,91,64,80
C001924,A016,94,98,97,96
C004715,A053,75,78,91,81
C010270,A100,99,96,71,88
C004716,A115,86,65,94,81
C002691,A008,71,85,75,77
C005005,A097,78,78,94,83
C009435,A107,80,83,63,75
C002656,A120,73,89,67,76
C004697,A023,96,67,96,86
C000961,A103,73,79,93,81
C010458,A009,83,70,66,73
C008813,A012,73,84,94,83
C010369,A091,81,97,87,88
C007634,A033,70,76,70,72
C002284,A088,96,80,95,90
C008643,A048,79,97,75,83
C001382,A074,85,70,97,84
C005728,A063,94,90,90,91
C006505,A113,86,99,68,84
C002906,A008,99,74,69,80
C000075,A089,71,93,92,85
C009235,A104,83,81,81,81
C010507,A072,99,68,89,85
C004338,A100,90,71,78,79
C010382,A018,80,73,93,82
C004464,A007,70,81,67,72
C004256,A078,86,84,78,82
C005730,A106,90,72,93,85
C003242,A057,91,83,62,78
C001361,A013,94,74,90,86
C006858,A109,96,98,97,97
C000051,A104,98,89,92,93
C004421,A026,90,67,99,85
C006615,A112,82,71,83,78
C007647,A119,78,76,64,72
C003830,A058,74,80,79,77
C007192,A112,93,88,81,87
C006045,A062,73,80,93,82
C009217,A097,74,71,95,80
C007903,A049,99,85,98,94
C009703,A087,98,66,62,75
C009168,A077,97,94,67,86
C009180,A002,96,70,60,75
C003709,A027,73,97,90,86
C001875,A109,93,98,84,91
C001960,A018,71,68,98,79
C001213,A010,79,76,88,81
C005584,A113,93,80,81,84
C006634,A058,98,96,69,87
C002217,A013,70,84,71,75
C003125,A070,79,67,73,73
C001091,A088,80,65,92,79
C005991,A042,88,86,97,90
C002791,A091,87,72,64,74
C010358,A020,94,92,86,90
C008460,A034,91,83,93,89
C010302,A033,95,86,87,89
C010663,A095,88,89,95,90
C008779,A029,86,69,75,76
C005737,A042,71,68,95,78
C000585,A100,97,75,92,88
C009103,A096,81,88,84,84
C007035,A057,82,94,87,87
C009629,A043,74,92,87,84
C001616,A034,94,67,77,79
C006059,A057,82,84,84,83
C001108,A016,70,83,71,74
C003011,A120,97,76,69,80
C005364,A054,94,95,72,87
C002599,A106,79,79,99,85
C010985,A026,70,65,72,69
C005125,A052,99,84,65,82
C003988,A002,93,82,68,81
C011140,A011,71,80,60,70
C005363,A114,99,66,98,87
C002096,A064,79,76,82,79
C005059,A052,84,98,78,86
C011144,A001,81,99,73,84
C005396,A109,84,88,70,80
C009828,A026,92,72,91,85
C006941,A052,74,65,67,68
C005967,A115,83,77,78,79
C004336,A019,86,91,90,89
C005572,A087,99,70,84,84
C008812,A045,71,93,62,75
C009587,A047,87,87,83,85
C005163,A008,71,82,78,77
C001198,A094,91,75,94,86
C000611,A087,79,82,69,76
C009308,A087,72,92,69,77
C001231,A077,95,98,98,97
C008323,A006,91,75,64,76
C003204,A002,98,77,72,82
C000995,A037,73,69,64,68
C005595,A004,75,75,78,76
C005476,A087,86,77,66,76
C002218,A110,98,95,72,88
C007490,A052,76,86,65,75
C004671,A112,98,91,65,84
C004679,A114,76,66,99,80
C002074,A106,88,75,90,84
C002325,A069,94,87,80,87
C003382,A092,91,76,62,76
C006912,A034,95,78,96,89
C004971,A118,83,68,61,70
C006748,A071,92,69,71,77
C001838,A040,95,80,77,84
C003045,A107,78,90,95,87
C000779,A070,70,97,60,75
C002074,A036,92,82,79,84
C000110,A115,80,79,94,84
C006511,A074,88,96,63,82
C004279,A057,84,68,83,78
C009969,A023,78,93,64,78
C006746,A016,70,69,64,67
C011056,A008,87,94,96,92
C004652,A021,89,92,89,90
C006369,A107,93,70,61,74
C004133,A077,98,94,80,90
C010576,A036,85,75,67,75
C004962,A005,83,92,64,79
C005782,A020,97,77,61,78
C008549,A120,77,76,96,83
C010230,A051,95,81,72,82
C009154,A082,70,70,81,73
C008373,A051,94,74,63,77
C007176,A068,76,83,98,85
C011208,A043,73,97,88,86
C002242,A086,87,87,88,87
C000703,A028,80,92,81,84
C002262,A090,76,87,96,86
C000765,A017,75,88,91,84
C007159,A020,75,83,74,77
C010549,A046,95,85,63,81
C007330,A084,86,72,82,80
C008577,A104,75,90,66,77
C001104,A001,89,67,77,77
C007098,A022,92,79,64,78
C006218,A120,88,99,96,94
C010842,A074,76,98,67,80
C001889,A025,99,81,63,81
C000991,A035,76,82,73,77
C006904,A068,75,81,84,80
C009939,A116,72,95,68,78
C007629,A053,80,88,95,87
C010981,A042,74,82,86,80
C003100,A090,91,82,82,85
C003376,A117,85,87,87,86
C004717,A103,82,96,95,91
C004122,A081,95,90,95,93
C003313,A002,85,93,84,87
C003247,A085,75,90,60,75
C005890,A066,77,73,83,77
C008254,A105,77,95,68,80
C010201,A060,93,67,86,82
C004471,A058,99,73,87,86
C000944,A109,96,72,99,89
C001521,A118,70,82,92,81
C000530,A098,89,81,84,84
C007271,A071,89,77,95,87
C005807,A006,84,78,68,76
C001715,A011,86,85,74,81
C002686,A114,90,83,70,81
C008498,A006,77,89,93,86
C002768,A113,83,75,63,73
C006648,A117,94,97,63,84
C003037,A098,79,80,63,74
C008199,A067,71,84,92,82
C011192,A045,88,72,88,82
C004597,A027,81,70,95,82
C000317,A090,99,81,65,81
C005531,A055,98,80,82,86
C005321,A044,96,83,80,86
C010222,A085,88,69,82,79
C003815,A087,94,84,69,82
C007552,A040,76,93,78,82
C000005,A084,73,79,62,71
C004599,A010,92,97,96,95
C007129,A090,98,90,82,90
C011206,A052,85,99,64,82
C010390,A043,93,76,63,77
C002754,A047,89,68,86,81
C009244,A021,73,88,64,75
C007293,A040,79,91,73,81
C008802,A106,84,95,67,82
C006634,A014,79,89,85,84
C009505,A120,90,79,60,76
C007368,A089,82,71,83,78
C007395,A008,87,72,90,83
C004659,A105,88,90,62,80
C006866,A081,89,74,77,80
C002703,A020,76,99,83,86
C003681,A103,85,96,71,84
C006426,A120,94,91,90,91
C009131,A012,73,97,64,78
C007646,A082,80,68,71,73
C010147,A024,77,77,64,72
C009071,A013,94,92,80,88
C000239,A042,89,73,66,76
C006014,A110,89,97,95,93
C009331,A004,80,87,84,83
C002728,A089,82,71,61,71
C001290,A049,72,87,65,74
C010403,A111,73,98,82,84
C010879,A075,83,66,98,82
C006906,A099,84,65,92,80
C002266,A058,81,92,84,85
C001583,A081,98,71,87,85
C010073,A102,98,92,60,83
C000012,A072,86,96,91,91
C004437,A051,79,96,76,83
C003970,A033,71,71,98,80
C006052,A063,73,99,71,81
C007914,A052,80,66,85,77
C009690,A041,90,71,81,80
C007995,A048,76,88,93,85
C010108,A109,88,74,65,75
C006728,A024,84,86,67,79
C007434,A087,70,99,98,89
C010472,A120,91,96,61,82
C003591,A035,97,73,79,83
C001438,A052,97,94,92,94
C011117,A082,71,75,92,79
C003098,A075,83,95,85,87
C003948,A043,88,99,63,83
C005665,A115,84,94,99,92
C007255,A045,88,82,77,82
C003948,A042,84,65,73,74
C007136,A004,80,93,87,86
C006440,A041,93,99,78,90
C007629,A044,86,86,86,86
C004804,A024,82,85,62,76
C000917,A035,87,71,76,78
C004929,A034,72,90,61,74
C009095,A011,90,79,92,87
C002858,A117,97,65,66,76
C000192,A078,73,70,71,71
C001109,A082,82,73,95,83
C007159,A010,80,81,85,82
C002785,A022,76,81,77,78
C006799,A040,99,83,89,90
C011137,A014,70,74,69,71
C010039,A110,76,91,92,86
C004626,A053,84,81,62,75
C003265,A080,84,81,66,77
C005945,A048,93,81,73,82
C002656,A081,74,84,91,83
C001056,A114,72,93,92,85
C006651,A048,99,81,74,84
C004176,A084,96,93,93,94
C002766,A011,95,85,68,82
C000288,A105,74,95,99,89
C004580,A092,86,81,96,87
C004062,A011,91,83,71,81
C003072,A096,94,93,65,84
C008898,A066,92,95,75,87
C011122,A012,94,94,90,92
C005689,A101,92,68,86,82
C006919,A012,97,84,93,91
C000091,A066,83,84,72,79
C000083,A051,88,94,72,84
C002416,A014,90,81,85,85
C008785,A058,70,98,79,82
C001153,A098,89,82,64,78
C009489,A043,79,98,81,86
C002162,A025,78,94,66,79
C001266,A059,88,83,70,80
C008016,A036,87,82,92,87
C009888,A009,83,68,80,77
C003354,A028,95,91,89,91
C002665,A073,71,99,64,78
C000471,A075,83,86,63,77
C001588,A085,81,94,94,89
C008480,A035,99,76,83,86
C001558,A026,76,74,68,72
C009638,A046,70,93,97,86
C008455,A021,92,70,65,75
C006877,A006,83,79,68,76
C000628,A070,77,93,79,83
C007682,A018,78,68,65,70
C003985,A017,72,76,93,80
C006027,A117,75,86,67,76
C004566,A034,79,99,65,81
C006749,A067,74,97,78,83
C000337,A048,96,92,70,86
C001565,A040,72,71,79,74
C011226,A077,93,68,65,75
C007538,A052,91,97,75,87
C004478,A002,76,82,99,85
C010665,A038,84,80,82,82
C003383,A043,88,92,82,87
C002944,A103,98,97,66,87
C009624,A020,90,66,69,75
C004969,A039,72,78,60,70
C003649,A016,92,73,96,87
C002595,A004,83,90,87,86
C006519,A005,88,86,71,81
C005398,A088,99,66,68,77
C003272,A018,80,70,73,74
C009986,A010,92,88,81,87
C008599,A076,80,79,70,76
C000565,A093,73,68,75,72
C002016,A107,71,78,97,82
C008235,A046,77,77,74,76
C006168,A007,88,82,74,81
C000384,A030,71,66,96,77
C002988,A094,79,82,83,81
C010558,A053,79,90,68,79
C003585,A047,88,72,87,82
C002549,A016,71,94,81,82
C006854,A108,83,88,90,87
C009471,A080,71,87,96,84
C004920,A074,83,81,82,82
C010598,A052,91,84,97,90
C003960,A063,70,76,97,81
C001360,A058,88,77,99,88
C008101,A038,71,80,85,78
C007810,A080,95,83,81,86
C007036,A096,70,87,71,76
C008337,A067,88,83,87,86
C010200,A006,95,77,81,84
C000279,A020,86,97,84,89
C000142,A078,83,81,93,85
C001372,A060,80,86,72,79
C000123,A056,70,80,76,75
C005480,A059,85,98,87,90
C003713,A109,92,98,77,89
C002495,A020,85,87,70,80
C007397,A068,74,69,69,70
C006918,A112,72,95,60,75
C007482,A018,81,76,61,72
C006066,A075,92,80,72,81
C006185,A021,83,78,98,86
C008882,A024,75,95,77,82
C008853,A043,83,83,84,83
C010100,A094,92,65,85,80
C001673,A016,78,90,68,78
C005151,A027,71,75,99,81
C004475,A107,73,70,91,78
C007492,A102,93,81,85,86
C010842,A058,85,92,67,81
C006679,A021,80,82,60,74
C010049,A031,80,73,65,72
C007719,A053,70,98,99,89
C009953,A042,73,98,96,89
C003026,A025,78,66,74,72
C010688,A003,74,65,66,68
C000114,A106,95,96,66,85
C001775,A015,86,81,60,75
C001174,A064,73,92,80,81
C005631,A032,81,83,90,84
C002203,A019,81,96,80,85
C000508,A039,96,68,92,85
C001232,A080,98,77,99,91
C009695,A077,86,91,63,80
C003208,A114,93,93,74,86
C011010,A007,73,85,64,74
C007356,A019,89,66,83,79
C000536,A052,97,76,96,89
C009930,A091,88,84,78,83
C002665,A103,87,76,90,84
C004059,A057,90,81,89,86
C010606,A084,83,89,82,84
C007496,A054,77,83,92,84
C002617,A113,91,91,74,85
C003149,A033,84,98,96,92
C008237,A047,79,65,70,71
C002430,A078,94,82,84,86
C010992,A059,80,95,98,91
C003591,A057,81,88,75,81
C002144,A048,89,70,99,86
C008846,A105,73,90,67,76
C000338,A013,72,68,86,75
C008610,A037,75,82,78,78
C003561,A004,89,93,82,88
C001387,A078,95,71,72,79
C010374,A001,77,95,90,87
C010836,A097,84,89,60,77
C009341,A115,81,76,85,80
C003173,A050,88,84,67,79
C010891,A041,79,87,82,82
C001378,A107,80,75,98,84
C001332,A029,71,66,63,66
C006391,A006,82,91,97,90
C001357,A029,78,75,63,72
C002721,A065,97,75,95,89
C009908,A067,90,91,99,93
C005556,A015,73,79,96,82
C002338,A085,85,91,73,83
C009414,A076,98,94,86,92
C006386,A105,84,80,89,84
C003351,A011,71,85,68,74
C008171,A045,90,98,70,86
C010223,A034,70,70,66,68
C001230,A003,83,95,70,82
C003802,A002,73,81,88,80
C010874,A042,72,71,90,77
C001011,A022,90,97,61,82
C008105,A053,83,78,65,75
C005278,A092,90,67,64,73
C005806,A022,88,73,99,86
C005589,A066,90,87,91,89
C007750,A019,99,69,81,83
C010144,A068,78,78,75,77
C006281,A009,77,98,71,82
C005127,A007,75,87,81,81
C001723,A083,77,72,82,77
C002241,A102,71,74,74,73
C001855,A085,96,94,89,93
C010949,A106,87,66,65,72
C009515,A097,97,80,77,84
C005125,A022,91,88,92,90
C001390,A035,72,68,79,73
C006277,A014,90,89,81,86
C001851,A017,89,69,76,78
C005956,A002,97,73,62,77
C004174,A007,81,69,75,75
C000576,A075,90,97,97,94
C007936,A093,78,94,76,82
C010154,A011,77,65,71,71
C001153,A056,74,79,67,73
C002692,A015,92,76,77,81
C005977,A024,86,82,69,79
C005064,A010,71,97,98,88
C006381,A084,70,79,83,77
C009526,A085,75,77,65,72
C008718,A044,76,68,79,74
C004991,A118,89,70,67,75
C000069,A104,78,71,60,69
C001537,A052,70,84,99,84
C001498,A021,94,71,63,76
C002488,A118,76,93,64,77
C005658,A037,81,77,89,82
C011044,A119,87,73,74,78
C003049,A004,90,74,61,75
C009583,A051,97,75,81,84
C003132,A012,75,84,66,75
C003950,A017,73,79,78,76
C002963,A056,82,79,86,82
C000713,A048,75,99,88,87
C000458,A094,90,89,71,83
C009785,A065,82,98,91,90
C001807,A066,98,73,80,83
C001007,A054,90,70,60,73
C005276,A120,81,87,89,85
C009814,A060,71,91,63,75
C005019,A086,81,89,78,82
C010509,A004,88,89,94,90
C004625,A047,93,98,89,93
C007352,A065,71,86,63,73
C003032,A091,71,92,96,86
C011038,A051,74,76,73,74
C001972,A087,86,92,84,87
C009339,A086,80,74,68,74
C001082,A091,79,89,66,78
C000910,A111,71,89,83,81
C001455,A095,82,67,69,72
C001249,A031,73,73,76,74
C004855,A041,92,72,63,75
C000649,A082,82,80,61,74
C004114,A045,85,82,70,79
C000876,A103,78,69,64,70
C000347,A033,80,97,86,87
C005956,A071,99,90,95,94
C000450,A095,90,71,96,85
C007489,A003,84,75,82,80
C004092,A048,85,97,66,82
C004619,A099,70,98,71,79
C009686,A108,83,89,79,83
C005421,A072,82,77,68,75
C006388,A007,73,85,63,73
C009123,A100,87,90,90,89
C007099,A031,90,73,67,76
C011157,A111,80,83,75,79
C007777,A058,96,89,61,82
C001817,A021,78,77,99,84
C007896,A001,79,89,70,79
C010742,A098,82,69,80,77
C000497,A097,99,81,76,85
C010509,A015,95,80,66,80
C007677,A012,78,98,91,89
C004951,A071,83,88,65,78
C006978,A090,88,68,62,72
C002316,A046,87,65,80,77
C007576,A054,81,92,78,83
C005288,A101,96,76,71,81
C009826,A088,76,90,93,86
C003052,A060,74,71,73,72
C010065,A003,83,85,79,82
C006874,A054,87,97,62,82
C002594,A067,85,92,60,79
C005605,A042,71,95,73,79
C002119,A016,82,95,61,79
C004016,A046,77,93,85,85
C000293,A060,96,80,62,79
C000385,A114,92,83,96,90
C003707,A035,87,79,84,83
C002959,A102,82,84,81,82
C010569,A038,75,66,81,74
C009737,A081,88,98,72,86
C001943,A030,97,74,65,78
C006470,A106,93,67,81,80
C004057,A076,97,90,95,94
C008733,A001,94,94,64,84
C008136,A105,87,88,75,83
C001628,A033,77,91,98,88
C006032,A065,95,80,82,85
C007780,A117,75,78,95,82
C003103,A010,73,73,92,79
C008261,A067,87,89,80,85
C004164,A095,95,78,83,85
C003071,A097,93,86,95,91
C001273,A054,98,66,97,87
C008478,A040,99,68,83,83
C010400,A020,98,91,72,87
C000888,A038,72,96,65,77
C001490,A067,81,95,84,86
C009901,A025,83,88,72,81
C006401,A029,74,86,79,79
C009595,A072,75,77,71,74
C001047,A049,87,99,74,86
C000183,A003,98,65,77,80
C007303,A004,90,71,95,85
C010882,A062,85,92,86,87
C006806,A114,98,98,64,86
C005675,A052,81,80,88,83
C001121,A031,75,68,72,71
C009647,A089,91,80,64,78
C004420,A034,94,87,63,81
C006358,A072,91,71,65,75
C006377,A109,91,93,97,93
C010840,A041,83,76,80,79
C008929,A062,97,88,68,84
C005170,A095,79,72,85,78
C010242,A100,89,67,91,82
C010768,A087,73,75,77,75
C006186,A119,98,83,61,80
C009932,A079,98,75,99,90
C007716,A060,73,98,60,77
C004556,A015,85,72,66,74
C005011,A076,72,78,90,80
C004729,A024,84,90,84,86
C006388,A058,98,96,77,90
C005856,A057,77,84,89,83
C000267,A087,84,80,86,83
C003970,A003,95,88,97,93
C005493,A015,76,69,75,73
C007158,A015,97,77,60,78
C003867,A041,71,78,96,81
C005278,A033,83,74,65,74
C010413,A037,74,95,83,84
C003728,A045,72,80,92,81
C006863,A111,99,92,99,96
C000023,A112,85,87,64,78
C006861,A032,85,79,89,84
C000781,A102,75,73,93,80
C004127,A055,85,65,66,72
C006205,A032,99,99,87,95
C000744,A118,81,69,73,74
C007061,A079,80,73,92,81
C003593,A072,81,74,68,74
C009632,A077,76,84,76,78
C009184,A040,81,77,61,73
C005648,A078,89,74,66,76
C010357,A078,89,89,99,92
C006101,A106,98,92,87,92
C010722,A068,92,95,90,92
C009321,A020,97,65,73,78
C004754,A030,82,81,82,81
C009366,A024,82,73,87,80
C004805,A075,88,75,80,81
C010096,A009,70,65,68,67
C008786,A089,78,77,93,82
C010345,A082,84,85,84,84
C004251,A001,75,90,77,80
C000706,A003,94,83,64,80
C000993,A085,70,98,84,84
C002509,A085,95,87,70,84
C003885,A106,73,96,77,82
C008503,A020,70,78,62,70
C001769,A020,76,90,76,80
C004707,A033,95,93,70,86
C007560,A035,91,89,70,83
C010466,A059,91,79,72,80
C010874,A120,77,79,97,84
C003380,A009,92,73,81,82
C008874,A047,77,75,96,82
C001325,A045,92,92,88,90
C004055,A067,89,98,65,84
C005227,A010,83,66,89,79
C000944,A074,95,79,74,82
C004538,A028,88,86,97,90
C003655,A035,83,98,80,87
C006906,A105,83,78,66,75
C005863,A090,99,66,83,82
C003583,A100,76,77,81,78
C005107,A057,99,95,99,97
C009462,A035,89,85,87,87
C005582,A097,71,91,88,83
C010527,A015,71,93,87,83
C007422,A007,72,68,86,75
C008719,A119,85,94,73,84
C000576,A070,81,83,72,78
C004564,A038,89,81,98,89
C005644,A114,77,75,88,80
C008976,A056,97,67,67,77
C006563,A052,97,91,78,88
C010141,A072,72,80,63,71
C010734,A106,77,89,74,80
C009103,A109,76,82,97,85
C003456,A019,74,69,77,73
C007576,A090,80,92,83,85
C001660,A070,93,98,65,85
C002197,A119,94,91,64,83
C000581,A006,85,98,94,92
C006059,A084,88,86,89,87
C002825,A077,80,79,61,73
C009185,A042,74,70,91,78
C004991,A056,99,79,89,89
C008569,A048,94,83,91,89
C003372,A015,72,77,98,82
C010024,A006,87,81,96,88
C004556,A077,72,93,61,75
C007122,A074,71,77,66,71
C000557,A095,96,80,82,86
C006193,A116,86,92,87,88
C000947,A104,89,85,93,89
C001968,A069,84,67,85,78
C001027,A014,88,74,98,86
C002234,A020,97,74,80,83
C005692,A040,78,66,94,79
C004370,A073,96,66,89,83
C003135,A057,86,90,61,79
C003258,A101,83,79,79,80
C011017,A051,81,67,83,77
C005321,A045,93,72,86,83
C009663,A074,96,84,98,92
C006164,A018,83,92,61,78
C010284,A065,70,74,99,81
C006765,A073,94,86,68,82
C001836,A042,83,65,86,78
C002216,A061,95,76,92,87
C007024,A060,83,68,93,81
C009010,A039,70,66,88,74
C010805,A059,91,94,66,83
C005306,A086,87,86,91,88
C007284,A089,91,89,90,90
C000452,A060,85,67,95,82
C010238,A026,72,86,80,79
C008226,A103,70,93,88,83
C005122,A054,82,94,86,87
C009002,A034,94,92,73,86
C010315,A107,93,97,76,88
C004868,A088,74,81,94,83
C003150,A074,76,80,76,77
C009920,A003,86,84,95,88
C001024,A024,75,85,80,80
C006927,A008,96,81,84,87
C008878,A086,93,93,98,94
C002421,A016,70,98,60,76
C011009,A081,89,95,60,81
C000872,A076,94,96,87,92
C008780,A052,81,65,94,80
C010999,A030,72,77,84,77
C009134,A064,76,99,89,88
C003055,A020,75,81,82,79
C002147,A018,80,74,93,82
C010548,A114,93,66,96,85
C009703,A024,83,89,88,86
C010370,A052,75,87,61,74
C006223,A087,83,66,62,70
C000789,A105,81,94,97,90
C003983,A074,84,95,73,84
C001873,A083,76,99,79,84
C000148,A013,90,76,88,84
C009203,A076,73,79,76,76
C010389,A057,83,68,64,71
C003570,A044,71,95,63,76
C008377,A013,97,80,73,83
C004314,A096,80,96,93,89
C010273,A032,97,81,90,89
C004596,A007,78,92,82,84
C006305,A089,73,65,75,71
C002460,A014,82,87,90,86
C008375,A005,79,68,98,81
C010262,A034,98,71,97,88
C001783,A026,97,96,67,86
C001914,A081,88,65,79,77
C010081,A097,72,82,75,76
C004479,A022,82,93,71,82
C003193,A102,75,88,72,78
C004677,A065,90,98,81,89
C001096,A111,83,89,65,79
C002685,A007,95,83,90,89
C003305,A062,88,84,84,85
C005809,A094,76,73,80,76
C010618,A114,88,77,94,86
C001837,A077,92,86,92,90
C007107,A091,86,88,63,79
C005251,A032,81,84,87,84
C008179,A019,81,93,91,88
C005622,A006,76,95,86,85
C008775,A099,97,89,80,88
C003087,A097,73,90,99,87
C010117,A044,95,80,73,82
C001075,A058,72,78,89,79
C004657,A085,92,97,95,94
C001745,A013,82,80,76,79
C007447,A086,88,79,84,83
C002987,A118,73,95,98,88
C003149,A069,99,99,88,95
C007978,A096,97,96,77,90
C006472,A081,99,74,88,87
C007571,A048,80,65,64,69
C003789,A061,97,72,88,85
C008901,A067,82,72,69,74
C001431,A029,95,81,70,82
C001286,A046,90,74,72,78
C005020,A074,97,70,72,79
C007974,A019,90,95,66,83
C009981,A054,91,65,91,82
C000175,A109,75,88,69,77
C008757,A096,89,68,97,84
C000392,A021,89,97,83,89
C001942,A090,78,73,93,81
C000836,A047,84,79,98,87
C001989,A062,91,73,90,84
C008871,A106,99,89,61,83
C004890,A110,82,99,73,84
C000597,A044,76,77,97,83
C004540,A011,75,81,81,79
C009264,A060,71,75,79,75
C000071,A010,72,65,87,74
C003257,A004,91,99,99,96
C011041,A004,91,96,76,87
C004840,A083,75,96,97,89
C008056,A116,99,93,80,90
C008454,A108,78,69,79,75
C004406,A071,94,68,75,79
C011050,A117,97,71,92,86
C007566,A032,76,79,89,81
C009939,A059,82,71,62,71
C005024,A040,88,68,83,79
C006209,A063,78,88,70,78
C003146,A022,84,81,61,75
