date,agent_id,queue,talk_time_sec,hold_time_sec,acw_time_sec,aht_sec
2024-01-18,A065,Retention,418,64,93,576
2024-03-27,A092,Retention,560,47,89,698
2024-03-13,A012,Support,427,64,83,575
2024-01-05,A084,Support,394,30,127,552
2024-01-23,A004,Retention,507,83,128,718
2024-03-16,A069,Support,441,82,119,644
2024-03-28,A087,Support,462,35,65,563
2024-03-10,A036,Support,401,7,63,473
2024-02-16,A107,Support,411,68,146,627
2024-01-24,A057,Retention,568,82,106,756
2024-01-02,A089,Support,390,81,37,510
2024-01-06,A096,Retention,514,62,87,665
2024-01-03,A024,Retention,535,77,110,724
2024-03-13,A053,Retention,553,66,89,709
2024-03-28,A031,Retention,421,50,77,549
2024-01-17,A103,Retention,448,51,63,562
2024-01-25,A031,Support,475,56,81,613
2024-01-29,A026,Retention,486,75,53,615
2024-03-01,A005,Retention,565,60,148,774
2024-01-21,A053,Support,428,60,83,572
2024-01-31,A046,Retention,562,33,113,710
2024-01-19,A078,Retention,608,52,66,727
2024-01-21,A112,Retention,431,104,53,589
2024-03-01,A064,Retention,564,69,104,738
2024-03-30,A064,Retention,590,60,64,716
2024-03-10,A109,Retention,660,71,100,832
2024-03-01,A119,Support,484,47,96,628
2024-02-07,A089,Support,494,55,61,611
2024-03-15,A036,Support,457,68,64,590
2024-02-02,A073,Support,494,52,138,685
2024-02-25,A061,Retention,447,65,79,592
2024-03-23,A076,Retention,457,35,103,597
2024-02-16,A029,Retention,449,65,159,673
2024-02-18,A055,Retention,594,61,85,740
2024-01-22,A049,Retention,479,58,99,637
2024-02-12,A116,Support,453,40,111,605
2024-02-06,A022,Retention,543,58,92,694
2024-02-09,A078,Support,349,57,75,482
2024-01-31,A020,Support,444,65,89,599
2024-01-11,A043,Support,510,71,69,651
2024-03-24,A041,Retention,495,33,95,624
2024-03-21,A013,Retention,480,29,89,599
2024-02-12,A020,Support,408,63,114,586
2024-02-09,A009,Support,438,65,44,548
2024-02-17,A019,Retention,527,61,65,653
2024-02-09,A022,Retention,496,59,66,622
2024-03-22,A029,Support,385,71,98,556
2024-01-29,A059,Support,503,75,79,658
2024-01-01,A029,Retention,482,38,91,611
2024-01-23,A078,Retention,536,43,162,742
2024-03-22,A038,Retention,469,32,62,564
2024-01-16,A112,Retention,567,65,66,698
2024-02-24,A053,Retention,582,70,64,718
2024-03-27,A091,Support,411,87,32,531
2024-01-01,A058,Support,367,59,95,522
2024-01-29,A057,Support,446,50,83,579
2024-01-15,A107,Support,364,71,87,524
2024-02-23,A098,Retention,588,24,114,728
2024-03-27,A109,Retention,489,82,54,626
2024-02-15,A009,Support,342,63,82,488
2024-02-14,A002,Support,484,99,99,683
2024-01-19,A057,Retention,558,55,110,724
2024-01-10,A033,Support,478,79,60,618
2024-02-06,A004,Retention,468,62,125,656
2024-01-30,A106,Retention,589,68,74,732
2024-02-28,A110,Retention,561,39,56,657
2024-02-04,A056,Support,296,68,88,454
2024-03-20,A049,Support,402,44,93,540
2024-03-09,A050,Retention,487,44,92,625
2024-01-01,A102,Support,414,25,95,535
2024-02-20,A054,Support,478,50,56,585
2024-03-27,A068,Retention,541,79,137,758
2024-03-16,A016,Support,332,70,67,469
2024-01-02,A105,Retention,474,76,84,635
2024-01-08,A017,Retention,484,66,84,635
2024-03-29,A096,Retention,467,41,85,593
2024-03-05,A015,Retention,459,99,134,693
2024-02-21,A020,Retention,624,103,111,839
2024-01-06,A042,Support,422,51,66,540
2024-02-08,A102,Support,401,59,70,531
2024-02-09,A007,Retention,418,65,64,549
2024-01-09,A014,Support,419,72,81,572
2024-01-24,A037,Support,474,64,103,643
2024-03-18,A108,Support,480,85,92,659
2024-03-08,A041,Support,431,75,108,615
2024-01-16,A046,Retention,460,52,86,599
2024-01-13,A065,Support,353,42,119,515
2024-02-25,A036,Support,437,75,108,620
2024-02-16,A007,Support,356,63,70,490
2024-02-27,A115,Retention,580,83,115,779
2024-02-09,A096,Retention,539,13,96,649
2024-01-07,A120,Support,368,80,76,524
2024-01-23,A010,Retention,401,38,75,515
2024-02-03,A084,Support,334,87,108,531
2024-01-09,A044,Support,331,37,93,462
2024-03-02,A030,Retention,516,106,109,732
2024-02-03,A017,Support,369,65,96,531
2024-01-10,A062,Retention,479,78,134,691
2024-03-26,A054,Support,432,40,96,570
2024-02-13,A038,Support,365,88,143,597
2024-01-14,A079,Support,398,91,71,561
2024-02-07,A028,Support,451,29,84,565
2024-03-09,A020,Retention,553,53,110,717
2024-01-30,A036,Support,423,68,71,563
2024-02-01,A050,Retention,522,53,124,700
2024-02-11,A028,Support,322,76,148,547
2024-01-01,A099,Retention,455,91,85,632
2024-03-17,A042,Retention,515,74,47,637
2024-03-02,A061,Retention,575,75,23,674
2024-02-26,A024,Retention,553,17,116,687
2024-01-08,A016,Retention,494,31,88,614
2024-02-03,A031,Support,485,61,111,658
2024-01-11,A107,Support,331,67,115,515
2024-03-01,A087,Support,484,50,99,633
2024-01-18,A009,Retention,429,74,88,592
2024-01-20,A096,Support,463,42,106,612
2024-03-21,A077,Support,439,86,122,648
2024-03-16,A032,Support,358,83,47,489
2024-02-29,A078,Retention,429,58,110,599
2024-03-08,A035,Retention,511,53,78,643
2024-02-11,A033,Retention,540,81,71,693
2024-03-12,A114,Support,451,87,38,576
2024-01-22,A058,Retention,397,53,123,575
2024-02-28,A105,Retention,492,31,146,670
2024-02-10,A011,Retention,606,33,96,736
2024-01-20,A010,Support,485,96,38,620
2024-01-13,A016,Retention,463,46,66,577
2024-02-07,A109,Retention,481,60,76,618
2024-01-18,A014,Retention,444,58,119,622
2024-02-17,A009,Retention,502,61,87,652
2024-02-22,A009,Support,499,42,90,632
2024-03-09,A005,Support,388,78,126,592
2024-01-09,A098,Retention,483,77,107,668
2024-02-29,A085,Support,362,49,107,518
2024-03-14,A027,Retention,401,42,87,531
2024-02-05,A058,Support,523,44,51,619
2024-01-23,A009,Support,319,67,147,534
2024-01-21,A091,Retention,610,56,116,784
2024-01-30,A043,Support,375,81,134,591
2024-03-07,A068,Support,422,64,102,589
2024-01-17,A069,Support,414,42,31,489
2024-02-17,A031,Retention,511,55,132,700
2024-01-06,A063,Retention,570,64,52,688
2024-03-25,A025,Support,383,75,84,543
2024-01-07,A003,Retention,490,79,99,668
2024-03-10,A004,Retention,534,62,57,653
2024-02-19,A059,Retention,539,72,99,711
2024-03-04,A006,Support,415,59,55,530
2024-02-27,A018,Support,483,72,60,617
2024-01-18,A074,Retention,608,57,86,752
2024-01-11,A113,Retention,586,32,131,750
2024-01-23,A117,Support,400,57,56,514
2024-02-06,A095,Support,435,76,68,580
2024-01-07,A007,Retention,530,47,62,639
2024-01-02,A085,Support,421,88,103,613
2024-03-29,A014,Support,440,15,99,555
2024-02-23,A072,Retention,458,81,109,649
2024-03-29,A097,Retention,696,60,131,888
2024-01-16,A058,Support,311,58,41,411
2024-01-10,A106,Support,475,52,129,657
2024-02-29,A040,Retention,555,66,104,725
2024-01-29,A064,Support,471,91,92,655
2024-01-08,A012,Support,423,78,131,633
2024-03-28,A113,Retention,481,82,75,639
2024-02-17,A031,Support,379,88,79,546
2024-02-07,A003,Support,461,79,87,629
2024-03-30,A118,Support,476,49,126,652
2024-03-27,A030,Retention,623,99,80,802
2024-01-19,A064,Support,369,60,63,492
2024-01-05,A082,Support,392,74,97,564
2024-03-07,A068,Retention,461,66,67,595
2024-01-12,A089,Support,428,19,72,521
2024-03-13,A073,Support,427,46,109,584
2024-02-12,A102,Retention,518,82,44,644
2024-01-13,A018,Support,393,44,61,500
2024-01-25,A095,Support,420,51,107,579
2024-01-14,A013,Support,470,64,65,600
2024-02-10,A044,Support,432,36,31,499
2024-02-19,A007,Support,451,17,94,564
2024-02-24,A120,Retention,455,40,74,571
2024-01-11,A030,Support,381,49,56,487
2024-01-25,A099,Retention,503,62,79,646
2024-02-17,A012,Support,384,62,91,538
2024-02-02,A045,Support,482,72,85,640
2024-03-19,A026,Retention,372,71,43,487
2024-03-19,A002,Support,407,82,77,568
2024-01-11,A003,Retention,510,69,54,633
2024-01-23,A094,Support,401,66,74,542
2024-01-04,A007,Retention,553,11,87,652
2024-01-30,A120,Retention,545,45,30,620
2024-01-06,A097,Retention,532,68,88,689
2024-01-03,A098,Support,459,48,100,608
2024-01-03,A085,Support,389,42,92,524
2024-02-21,A020,Support,348,81,120,549
2024-02-25,A076,Support,456,64,98,619
2024-03-24,A036,Support,355,88,64,507
2024-02-20,A033,Support,389,92,62,545
2024-01-14,A069,Retention,428,62,54,545
2024-03-22,A064,Retention,580,70,108,760
2024-02-07,A109,Support,407,65,142,615
2024-01-01,A058,Retention,486,90,101,678
2024-01-14,A061,Support,388,31,117,537
2024-03-18,A110,Support,386,63,118,568
2024-03-18,A047,Retention,589,75,54,719
2024-03-05,A102,Support,325,61,51,437
2024-03-28,A072,Support,491,32,119,643
2024-02-18,A034,Support,319,45,85,450
2024-03-21,A036,Retention,490,54,103,647
2024-03-10,A100,Support,407,46,74,529
2024-01-16,A037,Support,402,31,104,538
2024-02-27,A115,Retention,567,80,81,729
2024-03-28,A068,Retention,513,87,110,711
2024-01-01,A003,Support,410,47,91,549
2024-02-13,A069,Support,448,81,70,601
2024-02-03,A066,Retention,495,69,40,604
2024-02-22,A082,Retention,495,47,76,620
2024-03-20,A050,Support,380,90,132,603
2024-03-07,A040,Support,406,6,106,518
2024-02-06,A108,Retention,488,77,139,705
2024-02-07,A085,Support,341,30,127,499
2024-03-20,A087,Support,426,48,57,532
2024-03-12,A025,Retention,571,52,118,743
2024-01-23,A060,Retention,628,75,75,778
2024-02-22,A066,Support,451,60,102,614
2024-01-05,A001,Retention,598,54,102,755
2024-03-01,A086,Support,476,76,87,639
2024-01-30,A006,Retention,503,39,141,684
2024-02-17,A062,Retention,549,64,84,698
2024-01-09,A018,Support,444,94,129,667
2024-02-03,A027,Retention,506,38,103,648
2024-02-01,A106,Support,313,79,122,514
2024-02-21,A045,Support,512,65,90,667
2024-01-06,A028,Support,412,44,76,533
2024-02-06,A025,Support,359,92,75,526
2024-01-16,A033,Support,448,76,145,670
2024-01-19,A004,Support,411,83,60,554
2024-02-24,A021,Support,334,38,84,456
2024-01-28,A039,Retention,504,57,89,651
2024-02-10,A114,Retention,567,44,67,679
2024-03-26,A077,Retention,521,88,85,695
2024-02-23,A016,Support,435,24,113,574
2024-02-15,A046,Retention,516,63,137,718
2024-02-09,A102,Support,369,40,56,466
2024-03-28,A006,Retention,422,71,119,612
2024-01-23,A006,Retention,574,50,51,676
2024-01-02,A104,Support,375,3,58,437
2024-03-07,A108,Support,331,86,57,476
2024-01-09,A046,Support,451,55,85,592
2024-03-22,A109,Support,470,44,99,613
2024-02-15,A071,Retention,554,62,44,662
2024-03-11,A031,Retention,493,33,94,621
2024-03-20,A085,Retention,496,66,45,608
2024-03-01,A040,Retention,374,83,111,569
2024-01-03,A071,Support,425,65,99,590
2024-01-21,A020,Support,354,66,103,525
2024-03-16,A042,Retention,531,50,43,625
2024-01-27,A082,Retention,486,60,191,738
2024-01-28,A043,Retention,611,76,73,761
2024-01-18,A052,Support,456,90,134,680
2024-03-27,A051,Retention,446,32,37,517
2024-01-02,A023,Retention,605,57,64,727
2024-03-22,A022,Retention,542,42,139,724
2024-02-16,A106,Support,503,37,48,589
2024-02-20,A081,Support,497,68,61,628
2024-03-28,A055,Support,441,55,128,625
2024-02-25,A100,Support,396,20,106,523
2024-01-27,A085,Support,454,71,134,660
2024-01-22,A107,Retention,567,59,74,700
2024-01-08,A105,Retention,554,77,56,687
2024-03-30,A053,Support,369,49,107,525
2024-01-08,A069,Retention,491,35,116,643
2024-01-11,A045,Support,449,57,55,562
2024-02-26,A005,Support,382,23,115,522
2024-03-28,A032,Retention,591,49,78,719
2024-01-07,A077,Support,493,62,73,629
2024-02-22,A112,Support,476,74,104,655
2024-02-19,A102,Support,423,74,79,577
2024-02-01,A039,Retention,441,16,122,580
2024-03-19,A076,Support,489,61,61,612
2024-02-17,A077,Support,423,59,78,562
2024-01-20,A028,Retention,584,49,75,710
2024-02-24,A021,Retention,562,25,98,687
2024-02-16,A014,Retention,527,51,88,668
2024-03-20,A052,Support,358,41,73,473
2024-02-19,A084,Retention,483,35,98,617
2024-02-05,A037,Support,432,73,164,670
2024-03-19,A040,Support,300,51,109,461
2024-01-26,A095,Support,385,34,115,535
2024-01-14,A036,Support,425,61,63,550
2024-02-14,A114,Support,445,53,85,585
2024-01-27,A047,Support,514,48,98,662
2024-02-23,A076,Retention,410,59,63,533
2024-03-25,A034,Support,474,49,104,628
2024-03-12,A013,Support,437,40,145,622
2024-03-06,A051,Support,364,58,102,524
2024-03-11,A097,Retention,442,58,88,590
2024-02-29,A044,Support,464,73,58,595
2024-03-26,A091,Retention,539,107,108,756
2024-03-07,A056,Retention,600,80,57,738
2024-01-26,A065,Support,495,36,98,631
2024-02-27,A078,Support,336,94,95,526
2024-03-13,A039,Retention,538,69,87,694
2024-02-11,A065,Support,506,67,76,650
2024-02-13,A035,Support,362,52,103,519
2024-01-05,A033,Retention,489,51,57,597
2024-03-14,A118,Retention,529,83,101,713
2024-01-19,A093,Support,358,67,79,505
2024-03-18,A011,Retention,496,49,97,644
2024-02-18,A099,Support,424,51,95,572
2024-02-12,A019,Support,444,67,51,563
2024-02-13,A116,Retention,446,68,45,560
2024-03-16,A116,Support,495,66,100,663
2024-01-18,A018,Retention,621,48,84,755
2024-02-26,A010,Retention,635,61,60,757
2024-03-03,A061,Support,398,47,148,593
2024-01-09,A077,Retention,464,63,78,606
2024-01-01,A096,Retention,485,57,117,660
2024-01-16,A029,Retention,540,53,106,700
2024-02-21,A038,Support,378,60,75,514
2024-01-29,A092,Retention,538,55,45,639
2024-01-06,A012,Retention,494,65,142,703
2024-02-11,A071,Retention,550,77,79,707
2024-01-07,A119,Retention,397,58,87,543
2024-02-11,A117,Support,467,49,67,584
2024-01-21,A012,Support,483,89,58,632
2024-01-14,A090,Support,390,69,54,515
2024-01-05,A105,Support,375,40,78,493
2024-01-29,A084,Retention,449,48,98,596
2024-03-04,A089,Retention,385,19,98,504
2024-01-17,A119,Support,363,91,92,547
2024-01-15,A051,Retention,528,38,87,655
2024-01-29,A067,Retention,538,46,28,614
2024-03-25,A005,Retention,364,34,100,498
2024-03-11,A003,Support,516,71,54,642
2024-02-05,A113,Support,380,50,72,502
2024-03-08,A095,Support,397,85,103,586
2024-01-22,A074,Retention,549,85,122,757
2024-02-15,A072,Support,414,32,121,568
2024-03-25,A046,Retention,656,75,65,797
2024-03-21,A061,Retention,501,30,50,581
2024-02-23,A095,Retention,604,58,130,793
2024-01-01,A058,Support,379,61,115,556
2024-03-17,A015,Support,353,73,142,569
2024-02-08,A081,Retention,521,51,104,677
2024-03-02,A059,Retention,433,82,32,549
2024-03-02,A105,Retention,558,35,120,714
2024-03-15,A118,Support,349,61,109,520
2024-02-06,A092,Support,281,31,111,424
2024-02-07,A031,Retention,511,40,52,604
2024-02-20,A082,Support,508,60,106,674
2024-01-08,A078,Support,399,61,37,498
2024-02-28,A120,Support,358,77,139,575
2024-01-02,A020,Retention,524,33,47,605
2024-01-10,A043,Retention,452,32,15,500
2024-02-22,A055,Retention,464,54,91,610
2024-02-03,A088,Retention,532,40,85,659
2024-02-27,A019,Retention,549,51,64,664
2024-03-28,A118,Support,418,55,130,604
2024-03-25,A052,Retention,427,64,98,589
2024-03-22,A034,Support,426,53,20,500
2024-01-17,A102,Support,438,85,40,564
2024-02-24,A010,Support,445,42,66,553
2024-02-02,A091,Support,348,45,94,488
2024-01-17,A010,Retention,519,42,124,686
2024-01-25,A094,Retention,449,30,109,589
2024-02-09,A110,Support,492,57,91,641
2024-02-21,A106,Support,502,41,92,636
2024-03-12,A100,Support,422,53,71,546
2024-01-17,A049,Retention,544,65,89,698
2024-01-14,A082,Retention,488,80,84,653
2024-02-15,A034,Retention,459,49,75,584
2024-02-18,A065,Support,480,60,75,616
2024-02-05,A117,Support,443,83,90,617
2024-03-27,A034,Retention,519,27,95,642
2024-02-08,A081,Retention,447,69,26,543
2024-01-08,A102,Retention,568,22,68,659
2024-01-13,A018,Retention,577,57,59,695
2024-02-21,A026,Retention,454,67,94,616
2024-01-25,A031,Retention,393,56,39,489
2024-03-01,A037,Support,350,52,79,482
2024-01-10,A073,Support,365,25,123,513
2024-01-20,A102,Retention,469,44,115,629
2024-02-10,A113,Retention,542,86,101,730
2024-02-09,A032,Retention,464,45,52,562
2024-02-06,A113,Support,381,84,117,583
2024-02-05,A120,Retention,615,43,175,835
2024-02-23,A089,Support,429,56,54,540
2024-03-08,A070,Support,431,57,94,583
2024-01-28,A007,Retention,473,58,118,650
2024-01-23,A032,Retention,390,67,106,565
2024-02-12,A021,Support,543,10,88,642
2024-01-27,A116,Support,508,63,96,669
2024-01-23,A016,Support,482,31,89,603
2024-01-20,A061,Retention,517,50,62,631
2024-03-23,A051,Support,521,95,95,712
2024-02-10,A066,Support,517,64,137,719
2024-01-23,A090,Retention,583,39,115,738
2024-02-22,A092,Retention,591,59,67,718
2024-01-31,A116,Retention,588,73,82,744
2024-01-09,A094,Retention,585,55,69,709
2024-01-07,A034,Support,469,56,86,613
2024-02-11,A088,Retention,560,30,90,681
2024-02-28,A112,Retention,579,72,107,760
2024-01-27,A007,Retention,444,64,81,589
2024-01-23,A068,Support,519,64,129,713
2024-02-19,A044,Retention,636,63,97,798
2024-01-19,A052,Retention,577,73,119,770
2024-01-30,A055,Retention,523,64,109,697
2024-03-11,A045,Retention,539,58,112,710
2024-01-15,A002,Retention,573,46,86,706
2024-03-08,A116,Retention,590,41,70,702
2024-01-27,A088,Support,446,40,76,563
2024-01-10,A119,Retention,510,33,157,700
2024-03-11,A063,Retention,543,57,92,693
2024-01-21,A044,Retention,597,68,91,756
2024-03-10,A100,Support,527,74,125,726
2024-02-08,A042,Support,448,12,156,617
2024-01-06,A114,Retention,612,55,123,791
2024-01-04,A002,Retention,549,52,108,709
2024-02-26,A071,Retention,537,74,86,698
2024-02-13,A068,Support,372,76,135,584
2024-03-18,A010,Support,571,86,95,753
2024-01-31,A028,Retention,545,55,88,689
2024-01-23,A011,Support,395,67,69,532
2024-02-07,A114,Retention,594,55,-7,642
2024-01-26,A032,Retention,493,71,120,685
2024-01-05,A067,Retention,575,97,79,752
2024-01-01,A108,Retention,519,72,111,703
2024-02-13,A018,Support,522,63,83,669
2024-03-15,A115,Retention,480,69,105,656
2024-02-17,A006,Retention,511,81,45,637
2024-03-10,A102,Support,433,60,90,584
2024-03-07,A022,Retention,610,62,109,782
2024-03-10,A066,Retention,583,49,137,770
2024-01-07,A093,Support,476,51,107,635
2024-01-26,A057,Retention,519,55,144,718
2024-01-21,A027,Retention,483,60,90,633
2024-01-15,A045,Support,404,66,61,532
2024-01-27,A016,Support,272,44,84,401
2024-03-19,A057,Retention,567,85,123,776
2024-01-10,A090,Support,504,98,108,712
2024-03-14,A110,Support,441,42,67,551
2024-01-26,A015,Retention,450,63,101,615
2024-01-29,A090,Retention,411,73,90,576
2024-03-16,A083,Support,462,90,82,634
2024-01-01,A099,Support,441,71,70,583
2024-01-29,A101,Retention,528,26,61,617
2024-01-04,A094,Retention,551,50,52,655
2024-03-01,A075,Support,496,67,76,640
2024-01-02,A118,Support,472,52,56,582
2024-02-14,A041,Retention,447,100,138,685
2024-01-12,A079,Retention,546,31,57,635
2024-01-20,A093,Retention,528,45,54,628
2024-03-11,A063,Retention,581,69,100,751
2024-02-20,A052,Support,532,69,108,710
2024-03-25,A057,Support,504,87,90,682
2024-01-30,A106,Retention,531,75,108,715
2024-02-15,A013,Support,440,67,94,602
2024-01-02,A036,Retention,478,51,124,654
2024-01-06,A023,Retention,507,69,103,680
2024-03-21,A089,Support,340,114,102,557
2024-03-17,A002,Retention,373,63,67,503
2024-03-21,A015,Retention,495,49,151,697
2024-03-01,A067,Retention,520,76,107,703
2024-02-06,A024,Retention,541,35,112,690
2024-01-23,A096,Support,473,27,67,569
2024-03-22,A101,Retention,442,37,121,600
2024-02-19,A010,Support,411,52,29,492
2024-03-03,A033,Retention,566,50,111,729
2024-03-28,A078,Retention,513,82,101,697
2024-03-18,A097,Retention,573,40,129,743
2024-01-28,A094,Support,259,6,101,367
2024-01-02,A101,Support,329,55,80,465
2024-01-18,A116,Retention,495,45,87,628
2024-02-27,A013,Support,502,62,90,654
2024-03-26,A035,Support,366,91,54,513
2024-02-12,A004,Support,424,78,98,601
2024-03-24,A037,Support,355,51,84,491
2024-01-24,A050,Retention,597,70,105,773
2024-01-23,A081,Support,272,29,96,398
2024-02-13,A095,Support,404,66,102,573
2024-02-08,A071,Retention,564,76,118,759
2024-03-27,A115,Retention,602,79,83,765
2024-03-17,A033,Retention,467,32,154,653
2024-03-11,A098,Support,484,51,45,582
2024-02-04,A009,Support,416,59,86,563
2024-02-08,A045,Retention,588,81,19,689
2024-01-06,A053,Retention,581,39,95,716
2024-03-30,A056,Retention,413,65,151,630
2024-01-30,A031,Retention,538,83,69,691
2024-03-13,A042,Support,535,64,88,688
2024-01-28,A112,Support,365,77,66,509
2024-01-06,A061,Retention,616,43,86,747
2024-03-03,A006,Support,442,75,63,581
2024-02-19,A062,Retention,489,53,60,602
2024-02-12,A087,Support,432,91,96,620
2024-01-20,A101,Retention,577,61,93,732
2024-03-25,A072,Retention,434,53,18,507
2024-02-27,A054,Retention,502,93,73,669
2024-01-13,A041,Support,456,55,33,545
2024-02-11,A012,Retention,555,62,112,730
2024-02-05,A011,Support,419,90,112,622
2024-01-10,A023,Retention,505,33,97,636
2024-02-01,A080,Support,412,92,139,643
2024-02-04,A031,Support,513,55,88,657
2024-03-20,A076,Retention,525,68,114,707
2024-01-11,A055,Retention,446,61,71,579
2024-01-27,A094,Retention,601,106,76,784
2024-01-18,A019,Support,420,20,138,580
2024-02-09,A017,Support,335,46,91,474
2024-03-30,A118,Retention,563,50,127,742
2024-03-03,A053,Support,390,89,131,612
2024-01-08,A052,Retention,588,28,77,694
2024-03-18,A105,Support,440,66,116,624
2024-03-15,A090,Support,424,56,74,556
2024-03-03,A035,Retention,572,48,94,716
2024-03-02,A006,Support,401,19,70,491
2024-03-11,A084,Support,475,34,115,625
2024-03-30,A007,Retention,492,53,62,609
2024-03-24,A074,Retention,427,55,73,555
2024-02-19,A009,Support,432,25,108,566
2024-03-11,A079,Support,374,29,86,489
2024-03-18,A102,Retention,529,46,58,635
2024-01-02,A048,Retention,565,74,98,738
2024-01-25,A085,Retention,644,33,80,759
2024-02-04,A088,Retention,498,50,60,609
2024-02-28,A094,Retention,627,53,111,791
2024-01-14,A088,Retention,461,85,87,634
2024-02-08,A061,Retention,642,70,55,768
2024-01-09,A101,Support,478,74,102,655
2024-02-12,A058,Support,255,41,49,347
2024-01-22,A045,Support,462,27,61,551
2024-01-23,A080,Support,414,49,42,506
2024-01-11,A106,Support,461,66,56,583
2024-03-22,A091,Support,467,56,118,642
2024-02-09,A078,Support,384,70,106,561
2024-03-25,A095,Retention,418,54,95,568
2024-01-07,A101,Support,386,35,80,502
2024-02-02,A012,Retention,600,51,61,713
2024-01-14,A067,Retention,535,61,10,607
2024-02-20,A049,Support,493,61,109,663
2024-01-31,A115,Retention,502,22,145,669
2024-03-22,A009,Retention,510,48,58,617
2024-01-13,A118,Support,344,56,74,475
2024-02-27,A117,Retention,519,75,61,656
2024-02-27,A072,Support,419,70,111,601
2024-01-27,A061,Support,410,52,97,560
2024-01-01,A061,Support,426,109,95,632
2024-03-27,A014,Support,378,75,129,582
2024-02-05,A026,Retention,493,52,105,651
2024-03-15,A055,Support,435,46,94,576
2024-02-22,A003,Support,467,58,131,657
2024-03-19,A105,Support,414,74,92,581
2024-01-15,A072,Support,424,47,127,599
2024-01-09,A090,Retention,545,78,13,638
2024-03-09,A092,Support,380,96,110,587
2024-01-02,A070,Support,350,76,108,535
2024-03-30,A075,Support,345,59,106,512
2024-02-04,A007,Support,436,70,96,604
2024-03-10,A037,Support,472,24,117,614
2024-02-20,A112,Retention,380,70,55,505
2024-02-22,A108,Support,436,84,66,587
2024-01-22,A008,Retention,378,56,108,543
2024-03-21,A071,Retention,445,89,101,636
2024-01-04,A058,Support,448,84,119,652
2024-03-29,A068,Support,469,49,69,587
2024-03-05,A120,Retention,421,52,47,520
2024-01-20,A019,Support,474,94,72,642
2024-02-19,A009,Support,388,74,87,550
2024-01-03,A102,Support,384,101,80,566
2024-03-22,A105,Support,414,68,61,544
2024-01-21,A047,Support,430,72,97,600
2024-02-11,A084,Retention,323,46,105,475
2024-02-09,A078,Support,343,59,101,504
2024-03-05,A042,Retention,377,88,64,529
2024-01-24,A042,Retention,580,55,86,722
2024-02-20,A058,Support,454,45,126,625
2024-03-14,A046,Support,452,35,116,604
2024-01-27,A070,Support,290,49,126,466
2024-02-29,A119,Support,424,70,45,540
2024-03-19,A023,Support,464,85,58,607
2024-02-02,A033,Support,362,71,53,487
2024-01-29,A018,Retention,494,78,44,617
2024-03-12,A068,Support,339,86,97,522
2024-01-14,A012,Retention,473,93,117,684
2024-02-15,A020,Support,383,61,156,601
2024-01-01,A064,Retention,511,53,93,659
2024-01-28,A119,Retention,505,68,90,664
2024-01-11,A053,Support,551,61,123,735
2024-03-07,A014,Retention,492,80,72,645
2024-01-11,A015,Retention,578,95,94,768
2024-03-29,A047,Support,357,103,59,521
2024-02-22,A115,Retention,465,65,109,640
2024-02-01,A044,Support,425,104,76,606
2024-02-03,A061,Support,381,42,104,528
2024-02-25,A115,Retention,562,76,88,728
2024-01-17,A014,Support,397,50,70,517
2024-01-23,A012,Retention,475,61,105,642
2024-01-05,A008,Support,364,70,97,533
2024-02-18,A086,Support,305,52,79,437
2024-01-14,A072,Support,435,70,61,567
2024-02-05,A079,Retention,481,55,86,623
2024-02-25,A065,Support,458,51,86,596
2024-01-12,A002,Retention,536,28,107,671
2024-03-17,A068,Support,428,53,33,515
2024-02-19,A015,Retention,460,86,101,647
2024-03-12,A060,Retention,481,55,87,624
2024-02-14,A044,Support,418,64,108,591
2024-02-08,A079,Retention,609,52,53,715
2024-02-13,A108,Support,439,50,108,599
2024-03-04,A093,Retention,568,85,158,813
2024-02-08,A020,Support,362,60,129,552
2024-01-16,A011,Support,368,59,55,483
2024-01-05,A093,Support,417,95,101,614
2024-02-07,A018,Retention,404,17,96,518
2024-01-02,A056,Support,426,69,121,617
2024-01-16,A043,Retention,468,47,92,608
2024-03-29,A052,Support,409,63,75,548
2024-03-03,A018,Retention,582,62,59,704
2024-03-22,A005,Retention,463,47,114,626
2024-01-07,A017,Retention,499,72,58,630
2024-02-07,A078,Retention,558,34,154,747
2024-01-09,A011,Support,377,60,54,492
2024-03-28,A088,Support,444,42,54,541
2024-01-05,A093,Retention,571,23,104,699
2024-03-11,A055,Support,366,68,81,516
2024-03-13,A057,Retention,571,13,68,653
2024-01-04,A097,Support,414,77,86,578
2024-02-07,A042,Retention,561,59,73,693
2024-02-01,A096,Support,485,66,79,632
2024-01-19,A003,Support,336,62,143,542
2024-03-12,A052,Retention,381,63,125,569
2024-03-19,A016,Support,422,57,107,587
2024-02-09,A095,Support,492,48,82,624
2024-03-01,A013,Retention,566,40,81,689
2024-02-13,A050,Support,438,48,125,613
2024-02-16,A070,Support,456,90,94,642
2024-03-09,A012,Support,449,75,95,619
2024-02-12,A067,Retention,523,62,91,678
2024-02-01,A009,Support,352,23,142,519
2024-02-13,A095,Support,508,27,69,604
2024-02-14,A052,Retention,543,16,84,644
2024-03-14,A041,Retention,467,49,132,649
2024-02-21,A052,Retention,486,52,118,657
2024-01-19,A094,Support,436,84,104,624
2024-03-28,A106,Support,360,46,120,527
2024-02-28,A101,Retention,486,101,81,669
2024-02-26,A096,Retention,575,39,116,731
2024-01-24,A071,Support,405,39,108,553
